transaction_id,amount,account_age_days,num_prev_transactions,device_trust_score,location_mismatch,high_risk_merchant,multiple_failed_attempts,is_night_transaction,is_fraud
TXN02565,875.44,685,334,0.84,0,0,0,0,0
TXN02566,3244.92,1998,251,0.67,0,0,0,0,0
TXN02567,2731.73,613,406,0.95,0,0,0,0,0
TXN02568,5227.12,186,291,0.14,0,0,0,0,0
TXN02569,5499.47,696,312,0.81,0,0,0,0,0
TXN02570,12567.32,1974,254,0.73,0,0,0,0,0
TXN02571,4009.94,215,253,0.33,0,0,0,0,0
TXN02572,1661.33,1275,384,0.76,1,0,1,0,0
TXN02573,2075.89,216,455,0.74,0,0,0,1,0
TXN02574,2258.49,29,258,0.51,0,0,0,1,0
TXN02575,1935.89,102,269,0.72,0,0,0,0,0
TXN02576,9747.19,123,464,0.5,0,0,0,0,0
TXN02577,5317.18,54,33,0.4,0,0,0,0,0
TXN02578,4733.48,1307,494,0.52,1,0,0,0,0
TXN02579,1283.83,1638,325,0.91,0,0,0,1,0
TXN02580,5461.08,1141,324,0.45,0,0,0,0,0
TXN02581,7081.42,616,237,0.46,0,0,0,1,0
TXN02582,2771.07,557,178,0.65,0,0,0,0,0
TXN02583,2055.54,114,488,0.78,0,0,0,0,0
TXN02584,8756.8,855,103,0.76,0,0,0,0,0
TXN02585,1833.8,1567,28,0.12,1,0,0,0,0
TXN02586,1671.32,676,226,0.72,0,0,1,1,0
TXN02587,1432.82,977,465,0.51,0,0,1,1,0
TXN02588,3124.29,701,231,0.57,1,0,0,0,0
TXN02589,4001.21,1317,303,0.61,0,0,0,0,0
TXN02590,6442.32,1219,349,0.76,0,0,0,0,0
TXN02591,4887.25,292,334,0.85,0,0,0,0,0
TXN02592,4831.68,1911,116,0.68,0,0,0,0,0
TXN02593,7816.96,261,206,0.61,0,0,0,0,0
TXN02594,1370.79,1966,399,0.44,0,0,0,1,0
TXN02595,821.05,1231,184,0.22,0,0,1,1,1
TXN02596,5057.36,564,480,0.96,0,1,0,0,0
TXN02597,3012.05,49,137,0.52,0,0,0,0,0
TXN02598,6458.2,1030,402,0.61,0,0,0,1,0
TXN02599,3234.3,379,484,0.78,0,0,0,1,0
TXN02600,1996.39,1418,497,0.16,0,0,0,0,0
TXN02601,5109.24,1910,322,0.87,1,0,0,1,0
TXN02602,3547.63,224,163,0.82,1,1,0,1,1
TXN02603,3236.45,1047,387,0.8,0,0,0,0,0
TXN02604,14084.68,1008,74,0.12,1,0,0,1,1
TXN02605,7421.34,657,232,0.57,1,0,0,0,0
TXN02606,5569.65,110,416,0.15,0,0,0,1,0
TXN02607,3630.41,724,283,0.6,0,0,0,0,0
TXN02608,3401.45,1836,479,0.75,0,0,0,0,0
TXN02609,2609.36,553,376,0.21,0,0,0,0,0
TXN02610,3907.21,1423,254,0.73,0,0,0,0,0
TXN02611,2224.48,1196,463,0.5,0,0,0,1,0
TXN02612,1109.43,1006,8,0.83,0,0,0,0,0
TXN02613,3206.19,698,202,0.58,0,0,0,0,0
TXN02614,4142.4,726,389,0.4,0,0,0,1,0
TXN02615,6468.52,306,378,0.4,1,0,0,0,0
TXN02616,1679.9,1588,304,0.91,0,0,1,1,0
TXN02617,3421.92,1606,90,0.51,0,0,0,1,0
TXN02618,4860.55,1732,380,0.47,0,0,0,0,0
TXN02619,4784.37,959,331,0.14,0,1,0,0,1
TXN02620,9428.59,954,149,0.43,0,0,0,0,0
TXN02621,2650.08,1175,359,0.86,0,0,0,0,0
TXN02622,1556.52,1452,175,0.78,0,0,0,0,0
TXN02623,3592.32,621,484,0.3,1,0,0,0,0
TXN02624,2760.55,1491,404,0.47,0,0,0,0,0
TXN02625,2389.27,630,32,0.28,1,0,0,0,0
TXN02626,2134.47,877,464,0.96,0,0,0,1,0
TXN02627,4154.42,1631,183,0.64,0,0,0,0,0
TXN02628,1893.51,1792,156,0.78,0,0,0,0,0
TXN02629,5566.3,556,52,0.74,0,0,1,1,1
TXN02630,5386.7,1972,295,0.89,0,0,0,0,0
TXN02631,4427.0,67,201,0.95,0,0,0,1,1
TXN02632,1368.56,1180,273,0.13,0,0,1,0,0
TXN02633,4020.07,835,174,0.98,0,0,0,0,0
TXN02634,6760.32,206,243,0.88,0,0,0,1,0
TXN02635,5842.58,786,268,0.44,0,0,0,1,1
TXN02636,5293.53,155,410,0.85,1,0,0,0,0
TXN02637,3383.63,1715,445,0.76,0,0,0,0,0
TXN02638,3271.16,1533,73,0.81,0,0,0,1,0
TXN02639,7501.73,1596,95,0.3,0,0,0,1,0
TXN02640,4107.1,1098,360,0.68,0,0,0,0,0
TXN02641,4144.24,1073,172,0.12,0,0,0,0,0
TXN02642,16708.17,783,386,0.86,1,0,0,1,0
TXN02643,2604.88,1491,405,0.96,0,0,0,0,0
TXN02644,325.06,585,154,0.7,0,0,1,1,0
TXN02645,2912.77,708,182,0.56,0,0,0,0,0
TXN02646,3046.01,1935,322,0.75,0,0,0,0,0
TXN02647,4063.29,179,288,0.39,0,0,0,0,0
TXN02648,4752.83,1072,257,0.66,1,0,0,0,0
TXN02649,408.41,1096,74,0.75,0,0,0,1,0
TXN02650,4821.31,113,173,0.23,1,1,0,0,1
TXN02651,3187.32,757,329,0.23,0,0,0,1,0
TXN02652,2699.91,897,230,0.74,0,0,0,1,0
TXN02653,677.46,1927,246,0.49,0,0,0,0,0
TXN02654,8543.59,821,160,0.9,0,0,0,0,0
TXN02655,2363.41,159,185,0.38,0,0,0,0,0
TXN02656,5342.4,786,390,0.14,1,1,0,0,1
TXN02657,1658.62,1804,142,0.68,0,0,0,0,0
TXN02658,4191.54,1840,281,0.72,0,0,0,0,0
TXN02659,2733.69,1054,394,0.6,0,0,0,0,0
TXN02660,5230.58,1121,127,0.71,1,0,0,0,0
TXN02661,2662.48,251,165,0.57,1,1,0,1,0
TXN02662,1591.89,1543,26,0.72,0,1,0,0,0
TXN02663,3297.06,1116,245,0.14,0,0,0,0,0
TXN02664,3174.18,113,486,0.43,0,0,0,1,0
TXN02665,3995.82,259,134,0.29,0,0,1,1,1
TXN02666,6331.59,107,384,0.19,0,0,0,0,0
TXN02667,1289.97,575,201,0.31,0,0,0,0,0
TXN02668,6117.29,1414,20,0.27,1,0,0,1,0
TXN02669,1112.69,991,78,0.98,0,0,1,0,0
TXN02670,5093.21,1382,157,0.36,0,0,0,1,0
TXN02671,5203.2,1807,93,0.31,0,0,0,0,0
TXN02672,2264.11,1223,7,0.85,0,0,0,0,0
TXN02673,1732.96,427,471,0.48,1,0,0,1,0
TXN02674,1654.69,1502,338,0.48,0,0,0,0,0
TXN02675,3532.62,859,258,0.5,0,0,0,0,0
TXN02676,5435.36,1873,54,0.47,0,0,0,0,0
TXN02677,2980.81,1527,398,0.39,0,0,0,1,0
TXN02678,279.3,1682,35,0.36,0,0,0,1,0
TXN02679,2144.63,918,5,0.89,0,1,0,1,0
TXN02680,2082.93,1597,376,0.25,1,0,0,0,0
TXN02681,4730.55,1144,41,0.26,0,0,0,0,0
TXN02682,4901.02,1597,49,0.61,0,0,0,1,0
TXN02683,3732.7,1333,111,0.41,0,0,0,0,0
TXN02684,6124.94,1562,145,0.48,0,0,0,0,0
TXN02685,6432.33,627,229,0.83,0,1,0,0,0
TXN02686,2249.58,475,210,0.91,0,0,0,1,0
TXN02687,1622.95,552,496,0.81,0,0,0,0,0
TXN02688,3141.25,344,305,0.31,0,0,1,0,1
TXN02689,3727.29,628,29,0.98,0,0,0,1,0
TXN02690,2158.78,136,460,0.43,0,0,0,0,0
TXN02691,19260.47,277,294,0.25,0,0,0,0,0
TXN02692,8222.78,1835,115,0.55,1,0,0,1,0
TXN02693,1997.02,1557,395,0.75,0,0,0,0,0
TXN02694,1340.16,1923,225,0.17,0,0,0,0,0
TXN02695,1865.39,31,58,0.67,0,0,0,0,0
TXN02696,6508.72,247,75,0.87,0,0,0,0,0
TXN02697,6613.98,411,427,0.34,0,0,0,0,0
TXN02698,8288.0,27,215,0.72,0,0,0,0,0
TXN02699,1581.32,73,131,0.46,0,0,0,0,0
TXN02700,4717.53,1977,419,0.47,0,0,0,0,0
TXN02701,1711.34,1121,497,0.35,0,0,0,1,0
TXN02702,9455.37,673,303,0.66,0,0,0,1,0
TXN02703,1629.4,1370,397,0.42,1,0,0,1,0
TXN02704,1072.25,476,80,0.85,0,0,0,0,0
TXN02705,1271.41,1324,304,0.97,0,0,0,0,0
TXN02706,3307.98,1323,66,0.94,0,0,0,1,0
TXN02707,5383.03,287,229,0.25,1,0,0,0,0
TXN02708,5147.99,1909,470,0.11,0,1,0,1,0
TXN02709,1322.07,1473,332,0.49,0,0,0,0,0
TXN02710,2459.46,212,392,0.76,0,0,0,0,0
TXN02711,2208.63,1100,276,0.98,1,0,0,0,0
TXN02712,1154.0,401,360,0.81,0,1,0,0,0
TXN02713,2166.28,655,71,0.62,0,0,0,0,0
TXN02714,8059.64,1058,208,0.12,0,0,0,0,0
TXN02715,1009.71,498,271,0.84,0,0,0,0,0
TXN02716,3909.49,848,143,0.26,1,0,0,1,0
TXN02717,8180.42,1540,250,0.15,1,0,0,0,0
TXN02718,7909.27,1352,283,0.87,0,0,0,1,0
TXN02719,9738.65,98,178,0.61,0,0,0,0,0
TXN02720,4185.22,366,439,0.22,0,0,0,0,0
TXN02721,4627.08,1753,79,0.45,0,0,0,1,0
TXN02722,2199.42,463,56,0.18,0,1,0,1,1
TXN02723,988.15,28,365,0.67,0,0,0,0,0
TXN02724,2976.95,713,307,0.35,0,0,1,0,0
TXN02725,7041.87,1410,173,0.88,1,1,0,0,1
TXN02726,272.9,273,461,0.42,0,0,0,0,0
TXN02727,2281.57,826,237,0.55,0,0,0,1,0
TXN02728,4942.42,1151,491,0.16,0,0,0,0,0
TXN02729,3341.47,202,165,0.35,0,0,0,0,0
TXN02730,7624.51,1545,83,0.71,1,0,0,0,0
TXN02731,6568.84,1311,492,0.76,0,0,0,0,0
TXN02732,867.7,450,47,0.32,0,0,0,0,0
TXN02733,3551.81,1112,126,0.55,1,0,0,0,0
TXN02734,1784.54,1342,168,0.84,0,0,0,0,0
TXN02735,1764.86,19,353,0.44,1,0,0,0,1
TXN02736,938.44,1617,373,0.22,0,0,0,1,0
TXN02737,3992.8,1131,442,0.49,0,1,1,0,0
TXN02738,7728.71,1482,348,0.64,0,1,0,1,0
TXN02739,4250.5,311,66,0.11,1,0,0,0,1
TXN02740,879.09,412,329,0.41,0,1,0,0,0
TXN02741,3202.06,742,339,0.65,0,0,0,1,0
TXN02742,4808.35,624,193,0.96,1,0,0,0,0
TXN02743,3024.9,732,154,0.47,0,0,0,1,0
TXN02744,4196.66,635,159,0.25,0,0,0,1,0
TXN02745,1910.8,498,183,0.58,0,0,0,0,0
TXN02746,2761.02,244,265,0.36,0,0,0,1,0
TXN02747,2629.39,690,167,0.29,0,0,0,0,0
TXN02748,8667.25,577,144,0.63,1,0,0,0,1
TXN02749,1348.66,1404,185,0.92,1,0,0,1,0
TXN02750,327.47,515,373,0.85,0,0,0,0,0
TXN02751,8309.6,207,352,0.26,0,0,0,1,0
TXN02752,3641.42,948,261,0.79,0,0,0,0,0
TXN02753,1098.3,394,422,0.31,0,0,0,0,0
TXN02754,6188.42,1045,494,0.36,0,0,0,0,0
TXN02755,5014.79,1829,273,0.93,1,0,0,0,0
TXN02756,9591.98,1551,456,0.92,0,0,0,0,0
TXN02757,3855.76,1367,327,0.25,0,0,0,0,0
TXN02758,14109.92,718,344,0.16,0,1,0,0,0
TXN02759,3045.61,1999,222,0.36,0,0,0,1,0
TXN02760,5021.33,202,41,0.62,0,0,0,0,0
TXN02761,5528.25,120,3,0.89,0,0,0,0,0
TXN02762,2354.54,1673,275,0.21,0,0,1,0,0
TXN02763,2294.33,1836,283,0.47,0,0,0,0,0
TXN02764,5606.1,1831,423,0.34,0,0,0,0,0
TXN02765,1007.02,389,192,0.11,0,0,0,0,0
TXN02766,1774.24,1561,103,0.81,0,0,0,0,0
TXN02767,2981.1,1848,246,0.83,0,0,0,0,0
TXN02768,9397.55,234,299,0.3,0,0,0,0,0
TXN02769,5608.72,1657,22,0.24,1,0,0,1,1
TXN02770,3535.08,602,440,0.23,0,0,0,1,0
TXN02771,2178.88,1344,302,0.52,0,0,0,0,0
TXN02772,11875.22,712,12,0.32,0,0,0,0,1
TXN02773,3186.04,982,143,0.56,0,0,0,0,0
TXN02774,1772.74,1204,217,0.45,0,0,0,1,0
TXN02775,13346.95,857,182,0.29,0,0,0,1,1
TXN02776,1053.9,1392,350,0.78,1,1,0,0,0
TXN02777,7887.84,76,241,0.24,0,0,0,0,0
TXN02778,3370.94,649,192,0.82,0,1,0,1,0
TXN02779,5599.42,650,464,0.61,0,0,0,0,1
TXN02780,4925.8,496,271,0.85,0,0,0,1,0
TXN02781,5543.91,1546,374,0.1,0,0,0,0,0
TXN02782,14125.14,1225,164,0.77,0,0,1,1,1
TXN02783,12756.94,830,179,0.15,0,0,0,1,0
TXN02784,1856.05,1370,116,0.96,0,0,0,0,0
TXN02785,4795.19,483,265,0.73,0,0,0,0,0
TXN02786,595.03,1243,377,0.39,0,0,0,1,0
TXN02787,5961.07,1084,37,0.39,0,1,0,1,1
TXN02788,6934.16,991,43,0.88,0,0,0,0,0
TXN02789,333.79,1683,350,0.91,0,0,0,0,0
TXN02790,3276.76,619,73,0.9,1,0,0,1,0
TXN02791,5592.36,550,437,0.83,0,0,0,0,0
TXN02792,4324.73,646,368,0.84,0,0,0,0,0
TXN02793,1075.53,1935,225,0.62,0,0,0,1,0
TXN02794,1195.17,1245,306,0.13,0,0,1,0,1
TXN02795,2988.33,1839,307,0.18,0,0,0,1,1
TXN02796,2354.27,1965,453,0.68,0,0,0,1,0
TXN02797,2540.5,502,347,0.46,1,0,0,1,0
TXN02798,931.3,1157,475,0.61,1,0,0,0,0
TXN02799,3415.06,846,314,0.31,0,1,0,1,0
TXN02800,9445.33,53,12,0.68,0,0,0,0,1
TXN02801,1121.92,450,424,0.32,0,0,0,0,0
TXN02802,2797.71,62,11,0.51,0,0,0,0,0
TXN02803,5167.8,1047,49,0.53,0,1,0,0,0
TXN02804,714.27,44,487,0.26,0,1,0,0,0
TXN02805,3441.08,820,312,0.89,0,0,0,1,0
TXN02806,6792.41,1582,433,0.57,0,0,1,1,0
TXN02807,1369.76,659,248,0.88,0,0,0,1,0
TXN02808,3696.75,728,118,0.34,1,0,0,1,1
TXN02809,6462.32,852,56,0.26,0,0,0,0,0
TXN02810,13659.17,47,181,0.12,0,0,0,0,1
TXN02811,3556.36,1883,449,0.18,0,0,0,0,0
TXN02812,1809.49,820,263,0.23,0,0,0,0,0
TXN02813,1822.94,1048,105,0.17,0,0,1,0,1
TXN02814,876.26,1681,190,0.91,0,0,0,0,0
TXN02815,9953.22,89,136,0.92,0,0,0,0,0
TXN02816,6196.52,1198,187,0.94,0,0,0,0,0
TXN02817,1194.88,1600,119,0.96,0,0,0,0,0
TXN02818,1719.48,1143,241,0.54,0,0,0,0,0
TXN02819,3512.2,735,318,0.58,0,0,0,0,0
TXN02820,6757.65,1692,71,0.22,1,0,0,0,1
TXN02821,4803.72,178,242,0.22,0,0,0,0,0
TXN02822,4477.21,1019,130,0.8,0,0,0,0,0
TXN02823,3881.58,1856,456,0.87,0,0,0,0,0
TXN02824,1258.6,1948,268,0.81,0,0,0,0,0
TXN02825,3547.1,1366,392,0.85,0,0,0,0,0
TXN02826,3231.38,1592,478,0.35,0,0,0,0,1
TXN02827,863.32,1083,472,0.52,0,0,0,0,0
TXN02828,9789.56,901,51,0.51,0,0,1,0,1
TXN02829,2031.26,438,491,1.0,0,0,0,0,0
TXN02830,888.36,1452,61,0.95,1,0,0,1,0
TXN02831,2329.25,426,118,0.64,0,0,0,0,0
TXN02832,2711.42,968,364,0.22,0,0,0,0,0
TXN02833,3156.75,1405,263,0.33,1,0,0,0,0
TXN02834,2675.34,486,238,0.43,0,0,0,1,0
TXN02835,3296.62,1756,350,0.89,1,0,0,1,0
TXN02836,3734.71,1209,380,0.25,0,0,0,0,0
TXN02837,3592.36,1583,254,0.3,0,0,0,1,0
TXN02838,4453.36,460,172,0.41,0,0,0,0,0
TXN02839,4647.0,1913,308,0.93,0,0,0,1,0
TXN02840,4731.03,921,236,0.55,0,0,0,0,0
TXN02841,5591.91,1126,318,0.68,1,0,0,0,0
TXN02842,1846.22,1580,94,0.45,1,0,0,0,0
TXN02843,1904.83,1039,336,0.27,0,0,0,1,0
TXN02844,6778.82,748,494,0.3,0,0,0,1,0
TXN02845,2388.08,1897,56,0.82,0,0,0,0,0
TXN02846,3022.62,51,437,0.9,0,0,0,0,0
TXN02847,2816.79,309,402,0.54,0,0,0,0,0
TXN02848,13338.74,1058,66,0.42,0,0,0,1,0
TXN02849,1581.58,1660,45,0.83,0,0,0,0,0
TXN02850,1554.93,1005,93,0.71,0,0,0,0,0
TXN02851,3305.35,1613,137,0.14,0,0,0,0,0
TXN02852,2880.12,1928,368,0.42,0,0,0,0,0
TXN02853,1183.93,635,92,0.71,0,0,0,0,0
TXN02854,3101.49,205,231,0.62,1,0,0,0,0
TXN02855,3374.88,740,401,0.98,0,0,0,0,0
TXN02856,2194.85,1094,395,0.88,0,0,0,0,0
TXN02857,2959.38,1254,48,0.15,1,0,0,0,0
TXN02858,1720.71,1504,22,0.75,0,0,1,1,0
TXN02859,1186.67,533,61,0.4,1,0,0,0,0
TXN02860,2373.29,108,266,0.71,0,0,0,1,0
TXN02861,1367.5,876,328,0.66,1,0,0,0,0
TXN02862,975.55,1265,117,0.55,0,0,0,0,0
TXN02863,472.9,251,439,0.87,0,0,0,1,0
TXN02864,3930.38,135,87,0.74,0,0,0,0,0
TXN02865,2308.64,1114,88,0.9,0,0,0,0,0
TXN02866,6806.0,1615,54,0.35,0,0,0,0,0
TXN02867,2468.6,1464,152,0.41,0,0,0,1,0
TXN02868,3916.42,689,238,0.66,0,0,0,0,0
TXN02869,1947.16,1322,264,0.97,0,0,1,0,0
TXN02870,3227.85,407,267,0.43,0,0,0,0,0
TXN02871,477.45,1332,394,0.13,0,0,0,1,0
TXN02872,2344.53,102,112,0.5,1,0,1,0,0
TXN02873,1590.69,1385,165,0.59,0,0,0,0,0
TXN02874,6340.17,1871,155,0.82,0,0,0,0,0
TXN02875,3734.31,1648,7,0.76,0,0,0,1,0
TXN02876,5745.71,693,201,0.97,0,0,1,0,0
TXN02877,7314.37,1640,216,0.8,0,0,0,0,0
TXN02878,2190.17,1552,430,0.37,0,0,0,0,0
TXN02879,3617.77,1632,291,0.68,0,0,0,0,0
TXN02880,1252.1,1317,380,0.71,0,1,0,1,0
TXN02881,4353.14,1170,49,1.0,1,1,0,1,0
TXN02882,4812.29,404,106,0.22,1,0,0,0,0
TXN02883,4142.45,814,8,0.27,0,0,0,0,0
TXN02884,2188.14,1026,232,0.24,1,0,1,1,1
TXN02885,10391.42,1143,187,0.63,0,1,0,0,1
TXN02886,3368.18,855,455,0.22,0,0,0,0,0
TXN02887,1259.09,1630,322,0.69,0,0,0,0,0
TXN02888,5135.65,1215,308,0.82,0,0,0,0,0
TXN02889,6468.9,1027,337,0.49,1,0,1,0,1
TXN02890,1282.57,942,109,0.6,0,0,1,0,0
TXN02891,2712.94,1021,482,0.92,0,0,0,1,0
TXN02892,870.08,1511,144,0.61,0,0,0,1,0
TXN02893,7502.29,1647,227,0.29,0,0,0,0,0
TXN02894,3076.86,177,308,0.41,0,0,0,1,0
TXN02895,1597.01,1281,411,0.58,0,0,0,1,0
TXN02896,6525.8,873,113,0.24,0,0,0,0,0
TXN02897,3299.1,1558,62,0.65,0,0,0,0,0
TXN02898,5928.09,477,398,1.0,0,0,0,0,0
TXN02899,4551.97,398,274,0.69,0,0,0,0,0
TXN02900,1409.83,1520,123,0.44,0,0,0,0,0
TXN02901,2127.15,220,85,0.4,0,0,0,0,0
TXN02902,1636.45,173,69,0.94,1,0,0,0,0
TXN02903,1179.21,736,46,0.88,0,0,0,0,0
TXN02904,650.07,1414,198,0.53,0,0,0,0,0
TXN02905,11757.64,502,363,0.42,0,0,0,1,0
TXN02906,4087.36,1601,431,0.74,0,0,0,0,0
TXN02907,4531.58,1813,200,0.38,0,0,0,0,0
TXN02908,7023.01,761,275,0.21,0,0,0,1,0
TXN02909,2109.34,1284,36,0.38,1,0,0,0,0
TXN02910,937.06,131,202,0.49,1,0,0,1,0
TXN02911,5574.42,1137,129,0.33,0,0,0,0,0
TXN02912,1096.14,798,447,0.3,1,0,0,0,0
TXN02913,5483.18,799,469,0.11,1,0,0,1,1
TXN02914,795.66,930,495,0.67,0,1,0,0,0
TXN02915,1020.4,723,291,0.65,0,0,0,1,0
TXN02916,1936.94,1044,388,0.27,0,0,0,0,0
TXN02917,5341.0,215,63,0.95,0,0,0,0,0
TXN02918,9503.4,1334,262,0.47,0,0,0,0,0
TXN02919,4526.39,1275,453,0.12,0,0,0,1,0
TXN02920,2002.25,488,119,0.3,0,0,0,1,0
TXN02921,6279.9,1406,277,0.72,1,0,0,0,0
TXN02922,770.43,1433,201,0.28,0,0,0,0,0
TXN02923,1480.18,1295,45,0.15,0,0,0,1,0
TXN02924,3543.04,1958,167,0.66,0,0,0,0,0
TXN02925,5701.56,1431,444,0.57,0,0,0,1,0
TXN02926,2823.06,1716,109,0.79,0,0,0,0,0
TXN02927,2589.45,1218,45,0.8,0,0,0,0,0
TXN02928,2712.15,1465,211,0.96,0,0,0,0,0
TXN02929,6980.68,313,27,0.15,1,0,1,1,1
TXN02930,1732.62,79,86,0.14,0,0,1,1,1
TXN02931,1391.06,180,290,0.99,0,0,0,1,0
TXN02932,2678.29,1004,384,0.68,0,0,0,0,0
TXN02933,7641.26,675,156,0.74,0,1,0,1,1
TXN02934,1909.01,1738,264,0.19,1,0,0,1,0
TXN02935,2705.38,14,264,0.16,0,0,0,0,1
TXN02936,757.01,859,21,0.24,0,0,0,1,0
TXN02937,2795.72,246,255,0.48,0,0,0,0,0
TXN02938,3943.72,1038,190,0.2,0,0,0,0,0
TXN02939,1097.78,99,449,0.5,0,0,0,0,0
TXN02940,6989.5,33,463,0.61,0,0,0,0,0
TXN02941,3906.35,1460,231,0.1,0,0,0,0,0
TXN02942,2167.24,257,185,0.2,0,0,0,0,0
TXN02943,3927.91,34,325,0.44,0,0,0,0,0
TXN02944,4718.26,19,182,0.15,0,0,0,1,1
TXN02945,551.42,1688,396,0.22,1,0,1,0,1
TXN02946,4039.48,1284,480,0.31,1,0,0,0,1
TXN02947,7461.28,1700,402,0.49,0,0,0,0,0
TXN02948,1711.39,589,462,0.74,0,0,0,0,0
TXN02949,2205.83,1850,416,0.22,0,0,0,0,0
TXN02950,2514.86,1440,201,0.76,0,0,1,0,0
TXN02951,5745.9,137,64,0.87,0,0,0,0,0
TXN02952,1285.57,359,443,0.69,0,0,0,0,0
TXN02953,4564.45,1744,395,0.14,0,0,0,0,0
TXN02954,2552.92,754,42,0.5,0,0,0,0,0
TXN02955,9797.48,1603,220,0.69,1,0,0,0,0
TXN02956,2672.95,1140,16,0.98,1,0,0,1,1
TXN02957,268.07,404,323,0.96,0,0,0,0,0
TXN02958,5182.49,1226,284,0.46,0,0,0,1,0
TXN02959,4399.77,1400,182,0.65,0,0,0,0,0
TXN02960,3784.99,250,390,0.9,0,0,0,1,0
TXN02961,7324.92,446,43,0.85,1,0,0,1,1
TXN02962,645.73,954,460,0.53,1,1,0,0,1
TXN02963,1500.2,278,388,0.34,0,0,1,0,0
TXN02964,3215.31,112,187,0.22,0,0,0,0,0
TXN02965,3636.71,1987,389,0.54,0,0,0,0,1
TXN02966,2865.87,1867,481,0.75,0,0,0,0,0
TXN02967,769.18,1497,262,0.97,1,0,0,1,0
TXN02968,2223.67,746,173,0.88,0,1,0,1,0
TXN02969,9349.29,688,440,0.28,0,0,0,0,0
TXN02970,1228.45,392,53,0.75,0,0,0,0,0
TXN02971,3161.14,969,219,0.36,0,1,0,0,0
TXN02972,4576.62,143,45,0.72,0,0,0,0,0
TXN02973,5631.13,1056,393,0.7,0,1,0,1,0
TXN02974,5165.06,181,259,0.35,0,1,0,0,1
TXN02975,2091.84,579,194,0.31,0,1,0,1,1
TXN02976,1494.41,1540,408,0.19,0,0,0,0,0
TXN02977,9848.77,798,470,0.15,0,0,0,0,0
TXN02978,6015.4,269,346,0.87,1,0,0,0,0
TXN02979,3393.58,1260,461,0.14,0,0,0,0,0
TXN02980,8179.96,1301,60,0.18,0,1,0,1,1
TXN02981,942.78,553,165,0.31,0,0,0,0,0
TXN02982,279.42,633,159,0.9,0,0,0,0,0
TXN02983,3606.03,275,150,0.4,0,0,0,0,0
TXN02984,3733.99,743,110,0.27,0,0,0,0,0
TXN02985,856.18,1840,487,0.74,1,0,0,0,0
TXN02986,5866.83,86,36,0.39,0,1,0,1,1
TXN02987,445.54,1087,2,0.4,0,0,0,0,0
TXN02988,4204.02,404,482,0.77,0,0,0,0,0
TXN02989,4912.18,192,12,0.33,0,0,0,1,0
TXN02990,3574.11,1317,161,0.91,1,0,0,0,0
TXN02991,736.54,1055,343,0.61,0,0,0,0,0
TXN02992,7272.71,1354,448,0.58,0,0,0,0,0
TXN02993,2150.28,1682,331,0.34,0,0,0,0,0
TXN02994,2155.99,107,263,0.85,0,0,0,0,0
TXN02995,1816.63,1895,82,0.62,0,0,0,1,0
TXN02996,5290.04,622,264,0.24,0,0,0,0,0
TXN02997,2066.98,276,411,0.29,0,0,0,1,0
TXN02998,1121.69,1746,333,0.52,0,0,0,0,0
TXN02999,6341.37,651,379,0.8,0,0,0,1,0
TXN03000,3103.66,1622,218,0.95,0,0,0,1,0
TXN03001,6492.93,556,145,0.7,0,0,1,0,0
TXN03002,3281.71,1106,297,0.56,0,0,0,0,0
TXN03003,1712.29,1088,296,0.33,0,0,1,1,0
TXN03004,530.62,1914,453,0.71,0,0,0,0,0
TXN03005,3617.47,1954,160,0.98,0,0,0,0,0
TXN03006,2519.23,1879,228,0.53,0,0,0,0,0
TXN03007,5443.75,1857,233,0.25,0,0,0,1,0
TXN03008,1987.9,567,88,0.19,0,1,1,0,1
TXN03009,4296.11,586,332,0.34,0,0,0,0,0
TXN03010,3180.71,885,309,0.61,0,0,0,1,0
TXN03011,1584.11,129,214,0.95,0,0,0,0,0
TXN03012,2122.5,256,419,0.37,0,0,0,0,0
TXN03013,921.73,934,96,0.37,0,0,0,0,0
TXN03014,10300.19,231,212,0.53,0,0,0,1,0
TXN03015,4229.61,1521,353,0.93,1,0,0,0,0
TXN03016,860.48,1161,311,0.48,0,0,0,1,0
TXN03017,9955.85,863,99,0.3,1,0,1,1,1
TXN03018,1212.74,1479,144,0.25,0,0,0,0,0
TXN03019,1959.37,1937,9,0.51,0,0,0,0,0
TXN03020,2666.91,355,470,0.82,0,1,0,1,0
TXN03021,3239.75,1648,43,0.36,1,0,0,0,1
TXN03022,5343.1,1509,250,0.56,0,0,0,0,0
TXN03023,397.08,1844,385,0.64,1,1,0,0,1
TXN03024,3278.78,146,226,0.51,0,0,0,1,0
TXN03025,2559.01,1983,397,0.27,0,1,0,0,0
TXN03026,3665.93,1057,248,0.93,1,0,0,0,0
TXN03027,2459.25,260,494,0.61,1,0,1,0,0
TXN03028,2201.45,87,492,0.76,0,0,0,0,0
TXN03029,2913.73,843,168,0.67,0,0,0,0,0
TXN03030,9596.91,1972,129,1.0,0,0,0,0,0
TXN03031,2236.65,265,18,0.51,0,0,0,0,0
TXN03032,7052.23,1856,335,0.48,0,0,1,0,0
TXN03033,3551.65,1566,234,0.42,0,0,0,0,0
TXN03034,3429.21,392,491,0.43,0,0,1,0,0
TXN03035,3691.89,232,344,0.35,0,0,1,1,1
TXN03036,4566.14,901,0,0.98,0,0,0,0,0
TXN03037,2380.71,588,129,0.88,0,0,0,0,0
